Establecimiento,Direccion,Seccion,Circuito,Mesas,Mesa desde,Mesa Hasta,electores,ID,obs,Nombre Seccion,Nombre Circuito,Ciudad,Barrio,Latitud,Longitud
ESC PROV ANTARTIDA ARGENTINA,DE LOS ESTUDIANTES S/N,23,345,2,8124,8125,424,23-345,,Tercero Arriba,PAMPAYASTA NORTE,PAMPAYASTA NORTE,,,
ESC.PROV. REYES CATOLICOS,RIVADAVIA 198,23,346,4,8126,8129,1248,23-346,,Tercero Arriba,PAMPAYASTA SUD,PAMPAYASTA SUD,,,
ESC.PROV.S.A.GUTIERREZ,PUBLICA,23,347,1,8130,8130,231,23-347,,Tercero Arriba,PUNTA DEL AGUA,PUNTA DEL AGUA,,,
INST ALEXIS CARREL,GRAL PAZ Y ESPAÑA 390,23,348,17,8159,8175,5875,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
E.N.E.T. N°1,TUCUMAN ESQ MENDOZA,23,348,15,8144,8158,5193,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
COLEGIO JESUS MARIA Y JOSE,SAN AGUSTIN 318,23,348,14,8194,8207,4836,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESCUELA N° 402,ISABEL LA CATOLICA 251,23,348,13,8231,8243,4488,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESC JOSE M ZAPIOLA,CHACABUCO 649,23,348,13,8218,8230,4481,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESC PROV MODESTO ACUÑA,AMINTA R DE HERRERA 455,23,348,12,8132,8143,4153,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESC PROV R E DE SAN MARTIN,25 DE FEBRERO 171,23,348,12,8176,8187,4145,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
INSTITUTO ARTE NUEVO,CID CAMPEADOR 480,23,348,12,8244,8255,4144,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESC GREGORIA I PEREZ,ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,23,348,10,8208,8217,3457,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESC SUP DE COMERCIO,D DE ROJAS 761,23,348,6,8188,8193,2064,23-348,,Tercero Arriba,RIO TERCERO,RIO TERCERO,,,
ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 1076,23,349,8,8263,8270,2611,23-349,,Tercero Arriba,TANCACHA,TANCACHA,,,
ESC PROV JOSE M PAZ,BARTOLOME MITRE 451,23,349,7,8256,8262,2283,23-349,,Tercero Arriba,TANCACHA,TANCACHA,,,
ESC PROV JUAN B ALBERDI,SANTA ROSA 171,23,337A,2,8021,8022,580,23-337A,,Tercero Arriba,CNIA ALMADA,CNIA ALMADA,,,
ESC PROV GABRIELA MISTRAL,DOMINGO FAUSTINO SARMIENTO S/N,23,347A,1,8131,8131,250,23-347A,,Tercero Arriba,LAS ISLETILLAS,LAS ISLETILLAS,,,
ESC PROV GRAL BATOLOME MITRE,SAN JUAN ESQ BELGRANO,23,349A,1,8271,8271,339,23-349A,,Tercero Arriba,GENERAL FOTHERINGHAM,GENERAL FOTHERINGHAM,,,
ESC PROV GRAL ARENALES,CALLE PUBLICA S/N,24,350,2,8272,8273,400,24-350,,Totoral,CANDELARIA,CANDELARIA,,,
ESC.R.J.CARCANO,CALLE PUBLICA S/N,24,351,4,8274,8277,1200,24-351,,Totoral,CAÑADA DE LUQUE,CAÑADA DE LUQUE,,,
ESC.PROV.J.F.KENNEDY,LIDORO CENTURION 324,24,352,6,8281,8286,1754,24-352,,Totoral,LAS PEÑAS,LAS PEÑAS,,,
ESC CEFERINO NAMUNCURA,CALLE PUBLICA S/N,24,353,1,8288,8288,65,24-353,,Totoral,MACHA,MACHA,,,
ESC PROV GREGORIA MATORRAS,PUBLICA S/N,24,354,1,8289,8289,257,24-354,,Totoral,SANTA CATALINA,SANTA CATALINA,,,
ESC.PROV.S.MARTIN Y GOMEZ,ESPAÑA S/N,24,355,4,8290,8293,1190,24-355,,Totoral,SARMIENTO,SARMIENTO,,,
ESC.PROV.F.AMEGHINO,PUBLICA,24,356,1,8294,8294,345,24-356,,Totoral,SIMBOLAR,SIMBOLAR,,,
ESC.PROV.CNEL. PRINGLES,PUBLICA- CAMINO A SAN LORENZO,24,357,6,8295,8300,2053,24-357,,Totoral,SINSACATE,SINSACATE,,,
ESC.PROV.24 DE SEPTIEMBRE,8 DE DICIEMBRE S/N,24,358,2,8301,8302,630,24-358,,Totoral,SITON,SITON,,,
ESC PROV BARTOLOME MITRE,BV.ALLENDE 782,24,359,11,8303,8313,3739,24-359,,Totoral,VILLA DEL TOTORAL,VILLA DEL TOTORAL,,,
IPETYM N° 74 FRAY M ESQUIU,BV ALLENDE S/N LAS FLORES,24,359,7,8320,8326,2372,24-359,,Totoral,VILLA DEL TOTORAL,VILLA DEL TOTORAL,,,
ESC NORM SUP V DEL TOTORAL,REP ARGENTINA Y PTE PERON S/N,24,359,6,8314,8319,2040,24-359,,Totoral,VILLA DEL TOTORAL,VILLA DEL TOTORAL,,,
ESC PROV BERNARDINO RIVADAVIA,PUBLICA S/N,24,351A,3,8278,8280,738,24-351A,,Totoral,LA PAMPA,LA PAMPA,,,
ESC PROV PEDRO N ARIAS,PUBLICA S/N,24,352A,1,8287,8287,165,24-352A,,Totoral,LOS MISTOLES,LOS MISTOLES,,,
ESC PROV MARIANO MORENO,PUBLICA S/N,25,360,1,8327,8327,156,25-360,,Tulumba,CHURQUI CAÑADA,CHURQUI CAÑADA,,,
ESC.J.M.ESTRADA,AV.SAN MARTIN,25,361,6,8330,8335,1975,25-361,,Tulumba,LAS ARRIAS,LAS ARRIAS,,,
ESC PROV 25 DE MAYO,CALLE PUBLICA S/N,25,362,1,8336,8336,35,25-362,,Tulumba,EL BAÑADO,EL BAÑADO,,,
ESC PROV JOSE MARMOL,CAMINO PROVINCIAL S/N,25,363,1,8337,8337,48,25-363,,Tulumba,ISLA DE SAN ANTONIO,ISLA DE SAN ANTONIO,,,
ESC.PROV.F.N.LAPRIDA,FACUNDO QUIROGA 564,25,364,8,8344,8351,2666,25-364,,Tulumba,LA DORMIDA,LA DORMIDA,,,
I.P.E.A. N°223,GUAYASCATE 205,25,364,6,8338,8343,1993,25-364,,Tulumba,LA DORMIDA,LA DORMIDA,,,
ESC LUIS E JUNCOS(EX NAC 212),CALLE PUBLICA S/N,25,365,1,8352,8352,17,25-365,,Tulumba,LAS MASITAS,LAS MASITAS,,,
ESC.MARIA L.ROBLEDO,PUBLICA,25,366,3,8353,8355,1042,25-366,,Tulumba,LUCIO V MANSILLA,LUCIO V MANSILLA,,,
ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA,25,367,2,8356,8357,421,25-367,,Tulumba,ROSARIO DEL SALADILLO,ROSARIO DEL SALADILLO,,,
ESC.PROV.V.MERCANTE,ONCATIVO    S/N,25,368,2,8358,8359,656,25-368,,Tulumba,SAN JOSE DE LAS SALINAS,SAN JOSE DE LAS SALINAS,,,
ESC MANUEL BELGRANO,9 DE JULIO S/N,25,369,2,8360,8361,566,25-369,,Tulumba,SAN PEDRO NORTE,SAN PEDRO NORTE,,,
ESC PROV CORNELIO SAAVEDRA,PUBLICA S/N (CAMINO A SAN PEDRO N),25,370,1,8362,8362,83,25-370,,Tulumba,SANTA CRUZ,SANTA CRUZ,,,
ESC.PROV.OB.O.CORREA,CALLE REAL      S/N,25,371,6,8364,8369,1996,25-371,,Tulumba,TULUMBA,TULUMBA,,,
ESC PROV MIGUEL DE GUEMES,CALLE PUBLICA S/N,25,360A,1,8328,8328,267,25-360A,,Tulumba,EL RODEO,EL RODEO,,,
ESCUELA ESTEBAN ECHEVERRIA,CALLE PUBLICA S/N,25,360B,1,8329,8329,136,25-360B,,Tulumba,LA TOMA,LA TOMA,,,
ESC PROV MANUEL DORREGO,PUBLICA S/N,25,370A,1,8363,8363,27,25-370A,,Tulumba,LA CAÑADA,LA CAÑADA,,,
ESC.PROV.DR.GARCIA GONZALEZ,JULIO A ROCA 115,26,372,4,8370,8373,1144,26-372,,Unión,ALTO ALEGRE,ALTO ALEGRE,,,
ESC PROV GRAL SAN MARTIN,PTE PERON- 75,26,373,7,8375,8381,2363,26-373,,Unión,BALLESTEROS,BALLESTEROS,,,
ESC GRAL BELGRANO-IPEM N°139,ANSELMO G VAZQUEZ- 522,26,373,5,8382,8386,1694,26-373,,Unión,BALLESTEROS,BALLESTEROS,,,
ESCUELA N°9,EFRAIN TAGLE       S/N,26,374,5,8387,8391,1637,26-374,,Unión,BALLESTEROS SUD,BALLESTEROS SUD,,,
ESC.NORMAL F.ALCORTA,25 DE MAYO 135,26,375,21,8392,8412,7309,26-375,,Unión,BELL VILLE,BELL VILLE,,,
ESC PONCIANO VIVANCO,AMEGHINO 155,26,375,16,8450,8465,5579,26-375,,Unión,BELL VILLE,BELL VILLE,,,
ESC.SUPERIOR DE COMERCIO,F.MOLINA 69,26,375,14,8424,8437,4870,26-375,,Unión,BELL VILLE,BELL VILLE,,,
ESCUELA A MATTERSON,PTE PERON 414,26,375,12,8438,8449,4176,26-375,,Unión,BELL VILLE,BELL VILLE,,,
COLEGIO SAN JOSE,BV FIGUEROA ALCORTA 40,26,375,12,8466,8477,4174,26-375,,Unión,BELL VILLE,BELL VILLE,,,
ESC F AMEGHINO,ENTRE RIOS 457,26,375,11,8413,8423,3827,26-375,,Unión,BELL VILLE,BELL VILLE,,,
CENTRO POLIVALENTE DE ARTE,INTENDENTE MARTIN BARCIA- COUNTRY 845,26,375,4,8478,8481,1391,26-375,,Unión,BELL VILLE,BELL VILLE,,,
ESC PROV B ERNARDINO RIVADAVIA,RIVADAVIA 360,26,376,2,8482,8483,418,26-376,,Unión,BISMARCK,BISMARCK,,,
ESC PROV ALMAFUERTE,CALLE PUBLICA S/N,26,377,1,8484,8484,256,26-377,,Unión,BREMEN,BREMEN,,,
INSTITUTO BELISARIO ROLDAN,25 DE MAYO 160,26,378,12,8495,8506,4162,26-378,,Unión,CANALS,CANALS,,,
ESC PROV J HERNANDEZ,SAN MARTIN 187,26,378,10,8485,8494,3483,26-378,,Unión,CANALS,CANALS,,,
ESC.PROV.A.M.ZUMARAN D CARCANO,PUBLICA,26,379,1,8507,8507,23,26-379,,Unión,CARCANO,CARCANO,,,
ESC DE COM JOSE M.ESTRADA,BELGRANO 548,26,381,5,8508,8512,1458,26-381,,Unión,CINTRA,CINTRA,,,
ESC PROV B QUINQUELA MARTIN,SANTA FE 676,26,382,2,8513,8514,680,26-382,,Unión,CHILIBROSTE,CHILIBROSTE,,,
ESC.PROV.V.LOPEZ Y PLANES,BUENOS AIRES 414,26,384,5,8515,8519,1579,26-384,,Unión,PUEBLO ITALIANO,PUEBLO ITALIANO,,,
ESC.M.C.G.DE MATOCCIA,ITALIA 1320,26,385,4,8520,8523,1341,26-385,,Unión,ESCALANTE,ESCALANTE,,,
ESC R VERA PEÑALOZA,FUERZA AEREA ARGENTINA 278,26,386,2,8524,8525,611,26-386,,Unión,GOULD,GOULD,,,
ESC P ALBARRACIN DE SARMIENTO,9 DE JULIO 551,26,387,5,8526,8530,1488,26-387,,Unión,IDIAZABAL,IDIAZABAL,,,
INST SUP DE PROFESORADO,SAN MARTIN 451,26,389,6,8536,8541,1965,26-389,,Unión,LABORDE,LABORDE,,,
ESCUELA MARIANO MORENO,BELGRANO 428,26,389,5,8531,8535,1645,26-389,,Unión,LABORDE,LABORDE,,,
ESCUELA PROV DARDO ROCHA,BOLIVAR 611,26,389,5,8542,8546,1645,26-389,,Unión,LABORDE,LABORDE,,,
ESC.PROV.D.F.SARMIENTO,CARDO 146,26,390,2,8547,8548,567,26-390,,Unión,MONTE LEÑA,MONTE LEÑA,,,
INSTITUTO SAGRADO CORAZON,9 DE JULIO 2250,26,391,13,8549,8561,4374,26-391,,Unión,MONTE MAIZ,MONTE MAIZ,,,
ESCUELA JOSE DE SAN MARTIN,SAN MARTIN 1518,26,391,6,8562,8567,2019,26-391,,Unión,MONTE MAIZ,MONTE MAIZ,,,
ESC PROV LEOPOLDO LUGONES,AV LEONARDO MURIALDO 524,26,392,7,8572,8578,2231,26-392,,Unión,MORRISON,MORRISON,,,
ESC PROV NIÑAS DE AYOHUMA,VICENTE LOPEZ Y PLANES S/N,26,392,4,8568,8571,1275,26-392,,Unión,MORRISON,MORRISON,,,
ESCUELA LEANDRO N ALEM,ANDREA ACOSTA 486,26,393,8,8585,8592,2591,26-393,,Unión,NOETINGER,NOETINGER,,,
ESC PROV R E DE SAN MARTIN,SARMIENTO 152,26,393,6,8579,8584,1941,26-393,,Unión,NOETINGER,NOETINGER,,,
ESCUELA AMADEO AUCHTER,CALLE 10 N°119,26,394,7,8593,8599,2397,26-394,,Unión,ORDOÑEZ,ORDOÑEZ,,,
INST GALA ORTIZ FERNANDEZ,ESPAÑA 16,26,395,5,8600,8604,1729,26-395,,Unión,PASCANAS,PASCANAS,,,
ESC MAESTRO J RECALDE,SARMIENTO 451,26,395,2,8605,8606,693,26-395,,Unión,PASCANAS,PASCANAS,,,
INST DALMACIO VELEZ SARSFIELD,BELGRANO 222,26,396,12,8607,8618,4155,26-396,,Unión,POSSE,POSSE,,,
ESC PROV JUANA MANSO,DEAN FUNES 346,26,396,5,8619,8623,1736,26-396,,Unión,POSSE,POSSE,,,
INSTITUTO SAN JOSE,9 DE JULIO Y COLON,26,396,5,8624,8628,1733,26-396,,Unión,POSSE,POSSE,,,
ESC.PROV.P.PIZZURNO,MAESTRO FERNANDEZ 538,26,397,5,8630,8634,1508,26-397,,Unión,SAN ANTONIO,SAN ANTONIO,,,
INST JOSE DE SAN MARTIN,ENTRE RIOS 977,26,400,5,8636,8640,1577,26-400,,Unión,SAN MARCOS SUD,SAN MARCOS SUD,,,
ESC PROV M BUCHARDO,PASAJE AURORA LLANOS DE BUSTOS,26,400,4,8641,8644,1263,26-400,,Unión,SAN MARCOS SUD,SAN MARCOS SUD,,,
ESC PROV PAULA ALBARRACIN,LOS FRESNOS 290,26,401,1,8645,8645,265,26-401,,Unión,SANTA MARIA,SANTA MARIA,,,
INSTITUTO JUAN B ALBERDI,AVELLANEDA 182,26,402,5,8646,8650,1625,26-402,,Unión,VIAMONTE,VIAMONTE,,,
ESC PROV JUAN P ESNAOLA,CALLE PUBLICA S/N,26,372A,1,8374,8374,238,26-372A,,Unión,ANA ZUMARAN,ANA ZUMARAN,,,
ESC.PROV.M.SASTRE,PUBLICA,26,396A,1,8629,8629,34,26-396A,,Unión,VILLA LOS PATOS,VILLA LOS PATOS,,,
ESCUELA VALENTIN ALSINA,CALLE PUBLICA S/N,26,397A,1,8635,8635,6,26-397A,,Unión,CORRAL DEL BAJO,CORRAL DEL BAJO,,,
