mesa,url_gob,id_ubicacion,id_publicacion,cant_mesas_procesadas,hora_proceso,clase_ubicacion,cant_votantes,cant_votos_positivos,porcentaje_mesas_procesadas,descripcion_ubicacion,Partido Unión Ciudadana,Vecinalismo Independiente,Movimiento Avanzada Socialista,MST - Nueva Izquierda,Córdoba Cambia,Frente de Izquierda y de los Trabajadores,Hacemos por Córdoba,Unión Cívica Radical,Unite por la Libertad y la Dignidad,Encuentro Vecinal Córdoba,Política Abierta para la Integridad Social (P.A.I.S.),Movimiento de Acción Vecinal,Movimiento Libres del Sur,Voto en BLANCO,Votos IMPUGNADOS,Votos NULOS,Votos RECURRIDOS,cargo,porcentaje_participacion,cant_votos_negativos
1224,https://datosoficiales.com.ar/resultados/CO/1/112/107/1224/INT.json,CO.1.112.107.1224,50,1,2019-05-12 22:45:02,Mesa,236,228,100.0,1224,0,0,1,3,43,16,84,39,0,19,1,0,6,16,0,8,0,INT,68.4057,8
1225,https://datosoficiales.com.ar/resultados/CO/1/112/107/1225/INT.json,CO.1.112.107.1225,28,1,2019-05-12 20:55:01,Mesa,223,213,100.0,1225,0,1,0,1,58,11,77,40,0,8,0,0,8,9,0,10,0,INT,64.2651,10
1226,https://datosoficiales.com.ar/resultados/CO/1/112/107/1226/INT.json,CO.1.112.107.1226,47,1,2019-05-12 22:30:01,Mesa,237,229,100.0,1226,0,3,0,4,32,11,100,27,0,16,2,1,12,21,0,6,2,INT,68.8953,8
1227,https://datosoficiales.com.ar/resultados/CO/1/112/107/1227/INT.json,CO.1.112.107.1227,47,1,2019-05-12 22:30:01,Mesa,243,237,100.0,1227,1,3,3,0,49,3,102,37,1,12,0,0,7,19,0,6,0,INT,70.0288,6
1228,https://datosoficiales.com.ar/resultados/CO/1/112/108/1228/INT.json,CO.1.112.108.1228,34,1,2019-05-12 21:25:01,Mesa,237,225,100.0,1228,1,3,0,4,40,14,84,45,0,10,0,0,6,18,0,12,0,INT,67.9083,12
1229,https://datosoficiales.com.ar/resultados/CO/1/112/108/1229/INT.json,CO.1.112.108.1229,36,1,2019-05-12 21:35:02,Mesa,235,224,100.0,1229,1,0,0,3,35,7,96,42,0,11,0,0,6,23,0,11,0,INT,68.1159,11
1230,https://datosoficiales.com.ar/resultados/CO/1/112/108/1230/INT.json,CO.1.112.108.1230,42,1,2019-05-12 22:05:01,Mesa,233,212,100.0,1230,0,1,2,2,45,9,82,38,0,13,0,0,6,14,0,21,0,INT,67.7325,21
1231,https://datosoficiales.com.ar/resultados/CO/1/112/108/1231/INT.json,CO.1.112.108.1231,52,1,2019-05-12 22:55:02,Mesa,248,237,100.0,1231,0,1,0,3,57,9,67,51,0,17,0,1,12,19,0,11,0,INT,71.6763,11
1232,https://datosoficiales.com.ar/resultados/CO/1/112/108/1232/INT.json,CO.1.112.108.1232,55,1,2019-05-12 23:10:01,Mesa,229,221,100.0,1232,1,6,0,7,55,12,79,49,0,5,0,0,4,3,0,6,2,INT,66.3768,8
1233,https://datosoficiales.com.ar/resultados/CO/1/112/108/1233/INT.json,CO.1.112.108.1233,37,1,2019-05-12 21:40:01,Mesa,231,224,100.0,1233,0,0,0,3,43,8,86,41,1,19,0,0,10,13,0,7,0,INT,67.5438,7
1234,https://datosoficiales.com.ar/resultados/CO/1/112/108/1234/INT.json,CO.1.112.108.1234,46,1,2019-05-12 22:25:01,Mesa,220,220,100.0,1234,6,3,0,2,39,13,96,43,0,12,0,0,6,0,0,0,0,INT,63.0372,0
1235,https://datosoficiales.com.ar/resultados/CO/1/112/108/1235/INT.json,CO.1.112.108.1235,50,1,2019-05-12 22:45:02,Mesa,242,229,100.0,1235,1,1,0,0,34,11,109,31,0,10,0,2,9,21,0,8,5,INT,69.7406,13
1236,https://datosoficiales.com.ar/resultados/CO/1/112/108/1236/INT.json,CO.1.112.108.1236,39,1,2019-05-12 21:50:01,Mesa,225,215,100.0,1236,0,3,1,9,42,22,66,29,0,16,0,2,1,24,0,10,0,INT,65.0289,10
1237,https://datosoficiales.com.ar/resultados/CO/1/112/108/1237/INT.json,CO.1.112.108.1237,43,1,2019-05-12 22:10:01,Mesa,248,241,100.0,1237,5,5,1,7,34,16,86,40,0,14,0,0,11,22,0,7,0,INT,72.093,7
1238,https://datosoficiales.com.ar/resultados/CO/1/112/109/1238/INT.json,CO.1.112.109.1238,51,1,2019-05-12 22:50:01,Mesa,279,265,100.0,1238,1,3,0,2,55,5,100,49,0,11,1,3,8,27,2,12,0,INT,81.5789,14
1239,https://datosoficiales.com.ar/resultados/CO/1/112/109/1239/INT.json,CO.1.112.109.1239,48,1,2019-05-12 22:35:01,Mesa,282,263,100.0,1239,2,0,0,0,47,7,142,42,0,9,1,0,2,11,0,19,0,INT,82.4561,19
1240,https://datosoficiales.com.ar/resultados/CO/1/112/109/1240/INT.json,CO.1.112.109.1240,54,1,2019-05-12 23:05:01,Mesa,270,238,100.0,1240,0,2,1,2,31,10,110,42,0,18,0,0,6,16,0,19,13,INT,78.9473,32
1241,https://datosoficiales.com.ar/resultados/CO/1/112/109/1241/INT.json,CO.1.112.109.1241,57,1,2019-05-12 23:20:01,Mesa,260,239,100.0,1241,0,1,0,4,44,8,98,34,0,13,0,0,10,27,0,21,0,INT,76.2463,21
1242,https://datosoficiales.com.ar/resultados/CO/1/112/109/1242/INT.json,CO.1.112.109.1242,51,1,2019-05-12 22:50:01,Mesa,283,271,100.0,1242,0,3,1,6,48,8,107,48,2,11,1,3,7,26,0,12,0,INT,83.2352,12
1243,https://datosoficiales.com.ar/resultados/CO/1/112/109/1243/INT.json,CO.1.112.109.1243,53,1,2019-05-12 23:00:01,Mesa,259,252,100.0,1243,0,4,0,3,51,10,101,44,2,6,0,2,5,24,0,7,0,INT,75.7309,7
1244,https://datosoficiales.com.ar/resultados/CO/1/112/109/1244/INT.json,CO.1.112.109.1244,61,1,2019-05-12 23:40:01,Mesa,268,252,100.0,1244,3,4,1,1,44,3,105,35,2,9,1,0,15,29,0,16,0,INT,78.8235,16
1245,https://datosoficiales.com.ar/resultados/CO/1/112/109/1245/INT.json,CO.1.112.109.1245,47,1,2019-05-12 22:30:01,Mesa,279,252,100.0,1245,0,1,2,2,64,4,98,41,0,12,2,0,13,13,0,27,0,INT,82.0588,27
1246,https://datosoficiales.com.ar/resultados/CO/1/112/109/1246/INT.json,CO.1.112.109.1246,55,1,2019-05-12 23:10:01,Mesa,266,247,100.0,1246,1,1,0,0,44,6,113,44,0,7,1,0,7,23,0,19,0,INT,78.0058,19
126,https://datosoficiales.com.ar/resultados/CO/1/112/11/126/INT.json,CO.1.112.11.126,43,1,2019-05-12 22:10:01,Mesa,223,214,100.0,126,3,0,1,6,42,11,69,49,0,20,0,1,8,4,0,8,1,INT,64.4508,9
127,https://datosoficiales.com.ar/resultados/CO/1/112/11/127/INT.json,CO.1.112.11.127,50,1,2019-05-12 22:45:02,Mesa,213,200,100.0,127,1,4,0,3,51,9,59,46,0,18,0,0,6,3,0,12,1,INT,61.3832,13
128,https://datosoficiales.com.ar/resultados/CO/1/112/11/128/INT.json,CO.1.112.11.128,59,1,2019-05-12 23:30:01,Mesa,218,213,100.0,128,1,2,0,6,35,17,56,64,0,18,0,1,6,7,0,5,0,INT,63.0057,5
129,https://datosoficiales.com.ar/resultados/CO/1/112/11/129/INT.json,CO.1.112.11.129,49,1,2019-05-12 22:40:01,Mesa,228,218,100.0,129,3,2,2,6,49,17,62,45,0,16,1,0,8,7,0,10,0,INT,65.5172,10
130,https://datosoficiales.com.ar/resultados/CO/1/112/11/130/INT.json,CO.1.112.11.130,47,1,2019-05-12 22:30:01,Mesa,243,231,100.0,130,1,1,0,8,46,18,77,48,0,7,1,0,7,17,1,11,0,INT,70.2312,12
131,https://datosoficiales.com.ar/resultados/CO/1/112/11/131/INT.json,CO.1.112.11.131,39,1,2019-05-12 21:50:01,Mesa,234,230,100.0,131,3,1,1,6,44,13,73,58,0,8,1,1,10,11,0,4,0,INT,67.63,4
132,https://datosoficiales.com.ar/resultados/CO/1/112/11/132/INT.json,CO.1.112.11.132,46,1,2019-05-12 22:25:01,Mesa,233,231,100.0,132,1,0,1,7,65,16,54,51,0,17,0,0,9,10,0,2,0,INT,67.1469,2
133,https://datosoficiales.com.ar/resultados/CO/1/112/11/133/INT.json,CO.1.112.11.133,39,1,2019-05-12 21:50:01,Mesa,261,251,100.0,133,1,4,0,7,72,15,67,55,0,9,1,0,11,9,0,9,1,INT,75.2161,10
134,https://datosoficiales.com.ar/resultados/CO/1/112/11/134/INT.json,CO.1.112.11.134,36,1,2019-05-12 21:35:02,Mesa,212,210,100.0,134,1,2,0,3,46,14,62,61,0,11,0,0,4,6,0,2,0,INT,60.9195,2
135,https://datosoficiales.com.ar/resultados/CO/1/112/11/135/INT.json,CO.1.112.11.135,52,1,2019-05-12 22:55:02,Mesa,233,226,100.0,135,4,3,0,8,51,11,68,46,0,17,0,0,9,9,0,7,0,INT,67.341,7
136,https://datosoficiales.com.ar/resultados/CO/1/112/11/136/INT.json,CO.1.112.11.136,40,1,2019-05-12 21:55:01,Mesa,246,238,100.0,136,2,2,4,5,55,12,54,68,0,17,0,0,6,13,0,8,0,INT,70.8933,8
137,https://datosoficiales.com.ar/resultados/CO/1/112/11/137/INT.json,CO.1.112.11.137,52,1,2019-05-12 22:55:02,Mesa,226,224,100.0,137,1,3,0,7,60,14,58,49,0,17,0,1,8,6,0,2,0,INT,64.9425,2
138,https://datosoficiales.com.ar/resultados/CO/1/112/11/138/INT.json,CO.1.112.11.138,53,1,2019-05-12 23:00:01,Mesa,236,234,100.0,138,3,1,2,9,49,10,57,60,0,15,0,0,12,16,0,2,0,INT,67.6217,2
139,https://datosoficiales.com.ar/resultados/CO/1/112/11/139/INT.json,CO.1.112.11.139,50,1,2019-05-12 22:45:02,Mesa,223,220,100.0,139,4,2,0,5,48,14,76,46,0,13,0,0,2,10,0,3,0,INT,64.4508,3
140,https://datosoficiales.com.ar/resultados/CO/1/112/11/140/INT.json,CO.1.112.11.140,58,1,2019-05-12 23:25:01,Mesa,245,244,100.0,140,2,4,2,6,51,12,68,58,1,20,0,1,11,8,0,0,1,INT,71.0144,1
141,https://datosoficiales.com.ar/resultados/CO/1/112/11/141/INT.json,CO.1.112.11.141,38,1,2019-05-12 21:45:01,Mesa,250,242,100.0,141,10,0,1,5,40,15,71,62,0,18,1,0,11,8,0,8,0,INT,71.6332,8
142,https://datosoficiales.com.ar/resultados/CO/1/112/11/142/INT.json,CO.1.112.11.142,61,1,2019-05-12 23:40:01,Mesa,230,225,100.0,142,3,5,1,5,60,16,52,51,1,10,1,0,7,13,0,5,0,INT,65.7142,5
143,https://datosoficiales.com.ar/resultados/CO/1/112/11/143/INT.json,CO.1.112.11.143,56,1,2019-05-12 23:15:01,Mesa,218,208,100.0,143,2,1,0,5,59,21,53,42,0,15,1,0,3,6,0,9,1,INT,62.6436,10
144,https://datosoficiales.com.ar/resultados/CO/1/112/11/144/INT.json,CO.1.112.11.144,53,1,2019-05-12 23:00:01,Mesa,233,222,100.0,144,2,0,0,6,45,15,65,53,0,15,1,0,6,14,0,11,0,INT,66.954,11
145,https://datosoficiales.com.ar/resultados/CO/1/112/11/145/INT.json,CO.1.112.11.145,40,1,2019-05-12 21:55:01,Mesa,224,214,100.0,145,4,3,1,4,46,18,64,48,0,7,0,0,10,9,0,10,0,INT,65.1162,10
1253,https://datosoficiales.com.ar/resultados/CO/1/112/110/1253/INT.json,CO.1.112.110.1253,35,1,2019-05-12 21:30:01,Mesa,263,250,100.0,1253,0,4,1,4,39,13,78,52,3,28,0,2,12,14,0,13,0,INT,76.6763,13
1254,https://datosoficiales.com.ar/resultados/CO/1/112/110/1254/INT.json,CO.1.112.110.1254,47,1,2019-05-12 22:30:01,Mesa,252,236,100.0,1254,4,3,1,10,63,12,53,59,0,8,0,1,11,11,0,16,0,INT,73.6842,16
1255,https://datosoficiales.com.ar/resultados/CO/1/112/110/1255/INT.json,CO.1.112.110.1255,49,1,2019-05-12 22:40:01,Mesa,250,250,100.0,1255,6,2,1,5,36,8,75,65,1,15,1,0,10,25,0,0,0,INT,72.8862,0
1256,https://datosoficiales.com.ar/resultados/CO/1/112/110/1256/INT.json,CO.1.112.110.1256,61,1,2019-05-12 23:40:01,Mesa,269,263,100.0,1256,0,7,1,4,53,17,82,56,0,19,0,0,10,14,0,6,0,INT,78.6549,6
1257,https://datosoficiales.com.ar/resultados/CO/1/112/110/1257/INT.json,CO.1.112.110.1257,57,1,2019-05-12 23:20:01,Mesa,269,264,100.0,1257,2,5,1,4,72,16,76,44,0,15,0,0,13,16,0,5,0,INT,78.8856,5
1258,https://datosoficiales.com.ar/resultados/CO/1/112/110/1258/INT.json,CO.1.112.110.1258,51,1,2019-05-12 22:50:01,Mesa,253,244,100.0,1258,2,3,0,0,57,14,68,60,0,10,0,0,8,22,0,9,0,INT,73.7609,9
1259,https://datosoficiales.com.ar/resultados/CO/1/112/110/1259/INT.json,CO.1.112.110.1259,38,1,2019-05-12 21:45:01,Mesa,276,276,100.0,1259,3,0,1,0,62,19,82,50,0,9,2,0,11,37,0,0,0,INT,80.9384,0
1260,https://datosoficiales.com.ar/resultados/CO/1/112/110/1260/INT.json,CO.1.112.110.1260,69,1,2019-05-13 00:20:01,Mesa,260,253,100.0,1260,2,4,2,5,34,13,77,66,0,20,1,1,15,13,0,7,0,INT,76.2463,7
1261,https://datosoficiales.com.ar/resultados/CO/1/112/110/1261/INT.json,CO.1.112.110.1261,55,1,2019-05-12 23:10:01,Mesa,268,248,100.0,1261,1,2,1,8,50,14,90,45,3,13,0,0,8,13,7,2,11,INT,78.5923,20
1262,https://datosoficiales.com.ar/resultados/CO/1/112/110/1262/INT.json,CO.1.112.110.1262,51,1,2019-05-12 22:50:01,Mesa,237,227,100.0,1262,1,4,0,5,54,12,62,51,2,21,2,1,0,12,0,10,0,INT,69.2982,10
1263,https://datosoficiales.com.ar/resultados/CO/1/112/110/1263/INT.json,CO.1.112.110.1263,57,1,2019-05-12 23:20:01,Mesa,265,258,100.0,1263,2,3,0,6,56,17,82,62,1,9,0,0,10,10,0,7,0,INT,77.0348,7
1264,https://datosoficiales.com.ar/resultados/CO/1/112/110/1264/INT.json,CO.1.112.110.1264,48,1,2019-05-12 22:35:01,Mesa,271,252,100.0,1264,2,2,0,6,49,12,81,54,2,14,1,0,10,19,0,19,0,INT,79.2397,19
1265,https://datosoficiales.com.ar/resultados/CO/1/112/110/1265/INT.json,CO.1.112.110.1265,59,1,2019-05-12 23:30:01,Mesa,261,249,100.0,1265,1,3,0,6,57,18,72,59,2,9,0,0,8,14,0,12,0,INT,76.0932,12
1266,https://datosoficiales.com.ar/resultados/CO/1/112/110/1266/INT.json,CO.1.112.110.1266,40,1,2019-05-12 21:55:01,Mesa,256,252,100.0,1266,1,2,1,2,60,8,88,51,0,14,1,0,10,14,0,4,0,INT,74.8538,4
1267,https://datosoficiales.com.ar/resultados/CO/1/112/110/1267/INT.json,CO.1.112.110.1267,53,1,2019-05-12 23:00:01,Mesa,256,244,100.0,1267,1,3,0,2,51,13,78,46,0,27,1,0,10,12,0,12,0,INT,75.2941,12
1268,https://datosoficiales.com.ar/resultados/CO/1/112/110/1268/INT.json,CO.1.112.110.1268,45,1,2019-05-12 22:20:01,Mesa,271,260,100.0,1268,0,1,0,4,54,15,79,53,0,24,0,0,11,19,0,8,3,INT,79.2397,11
1269,https://datosoficiales.com.ar/resultados/CO/1/112/110/1269/INT.json,CO.1.112.110.1269,43,1,2019-05-12 22:10:01,Mesa,253,248,100.0,1269,0,2,0,6,57,11,84,36,0,12,0,2,20,18,0,5,0,INT,74.4117,5
1270,https://datosoficiales.com.ar/resultados/CO/1/112/111/1270/INT.json,CO.1.112.111.1270,51,1,2019-05-12 22:50:01,Mesa,262,257,100.0,1270,0,5,1,3,51,15,77,51,0,20,0,1,9,24,0,5,0,INT,76.3848,5
1271,https://datosoficiales.com.ar/resultados/CO/1/112/111/1271/INT.json,CO.1.112.111.1271,57,1,2019-05-12 23:20:01,Mesa,258,249,100.0,1271,0,2,1,3,56,6,79,62,2,11,0,1,6,20,0,9,0,INT,75.4385,9
1272,https://datosoficiales.com.ar/resultados/CO/1/112/111/1272/INT.json,CO.1.112.111.1272,55,1,2019-05-12 23:10:01,Mesa,248,232,100.0,1272,1,1,0,5,51,14,68,64,0,10,0,1,8,9,0,16,0,INT,72.5146,16
1273,https://datosoficiales.com.ar/resultados/CO/1/112/111/1273/INT.json,CO.1.112.111.1273,49,1,2019-05-12 22:40:01,Mesa,259,248,100.0,1273,6,7,0,5,54,12,91,37,0,12,0,4,4,16,0,11,0,INT,75.7309,11
1274,https://datosoficiales.com.ar/resultados/CO/1/112/111/1274/INT.json,CO.1.112.111.1274,53,1,2019-05-12 23:00:01,Mesa,262,248,100.0,1274,0,3,1,5,35,10,87,46,1,27,1,4,4,24,0,14,0,INT,77.0588,14
1275,https://datosoficiales.com.ar/resultados/CO/1/112/111/1275/INT.json,CO.1.112.111.1275,48,1,2019-05-12 22:35:01,Mesa,261,250,100.0,1275,1,0,2,8,44,12,92,45,0,23,1,0,8,14,2,9,0,INT,76.7647,11
1276,https://datosoficiales.com.ar/resultados/CO/1/112/112/1276/INT.json,CO.1.112.112.1276,53,1,2019-05-12 23:00:01,Mesa,245,231,100.0,1276,2,0,2,4,43,13,74,54,2,16,0,2,5,14,0,14,0,INT,71.6374,14
1277,https://datosoficiales.com.ar/resultados/CO/1/112/112/1277/INT.json,CO.1.112.112.1277,61,1,2019-05-12 23:40:01,Mesa,269,259,100.0,1277,1,4,0,6,62,13,77,50,1,16,0,0,11,18,0,10,0,INT,78.6549,10
1278,https://datosoficiales.com.ar/resultados/CO/1/112/112/1278/INT.json,CO.1.112.112.1278,53,1,2019-05-12 23:00:01,Mesa,253,245,100.0,1278,4,8,3,7,53,14,73,43,2,16,0,0,8,14,0,8,0,INT,74.1935,8
1279,https://datosoficiales.com.ar/resultados/CO/1/112/112/1279/INT.json,CO.1.112.112.1279,61,1,2019-05-12 23:40:01,Mesa,257,243,100.0,1279,1,0,0,10,62,14,73,52,0,9,0,1,6,15,0,14,0,INT,74.9271,14
1280,https://datosoficiales.com.ar/resultados/CO/1/112/112/1280/INT.json,CO.1.112.112.1280,57,1,2019-05-12 23:20:01,Mesa,258,250,100.0,1280,1,3,0,10,37,16,80,53,1,13,0,2,13,21,0,8,0,INT,75.8823,8
1281,https://datosoficiales.com.ar/resultados/CO/1/112/112/1281/INT.json,CO.1.112.112.1281,58,1,2019-05-12 23:25:01,Mesa,259,239,100.0,1281,0,3,0,4,46,12,71,55,1,24,0,0,11,12,0,20,0,INT,76.1764,20
1282,https://datosoficiales.com.ar/resultados/CO/1/112/112/1282/INT.json,CO.1.112.112.1282,62,1,2019-05-12 23:45:01,Mesa,248,240,100.0,1282,2,1,2,4,68,9,56,52,2,13,0,0,9,22,0,4,4,INT,72.5146,8
1283,https://datosoficiales.com.ar/resultados/CO/1/112/112/1283/INT.json,CO.1.112.112.1283,56,1,2019-05-12 23:15:01,Mesa,272,266,100.0,1283,2,3,0,5,53,19,75,53,1,25,0,2,10,18,0,6,0,INT,79.5321,6
1284,https://datosoficiales.com.ar/resultados/CO/1/112/112/1284/INT.json,CO.1.112.112.1284,48,1,2019-05-12 22:35:01,Mesa,255,245,100.0,1284,2,2,1,6,44,18,89,50,0,11,4,2,6,10,0,10,0,INT,74.78,10
1285,https://datosoficiales.com.ar/resultados/CO/1/112/112/1285/INT.json,CO.1.112.112.1285,59,1,2019-05-12 23:30:01,Mesa,273,265,100.0,1285,2,2,0,5,50,14,76,56,1,28,1,1,13,16,0,8,0,INT,79.8245,8
1286,https://datosoficiales.com.ar/resultados/CO/1/112/112/1286/INT.json,CO.1.112.112.1286,59,1,2019-05-12 23:30:01,Mesa,276,273,100.0,1286,2,6,1,6,65,13,75,65,0,15,1,1,8,15,0,3,0,INT,80.9384,3
1287,https://datosoficiales.com.ar/resultados/CO/1/112/113/1287/INT.json,CO.1.112.113.1287,47,1,2019-05-12 22:30:01,Mesa,264,253,100.0,1287,1,6,1,4,52,31,81,32,2,16,0,0,11,16,0,11,0,INT,77.4193,11
1288,https://datosoficiales.com.ar/resultados/CO/1/112/114/1288/INT.json,CO.1.112.114.1288,55,1,2019-05-12 23:10:01,Mesa,267,236,100.0,1288,0,0,1,1,40,7,114,39,0,4,0,0,4,26,0,30,1,INT,78.994,31
1289,https://datosoficiales.com.ar/resultados/CO/1/112/114/1289/INT.json,CO.1.112.114.1289,35,1,2019-05-12 21:30:01,Mesa,252,243,100.0,1289,0,0,1,1,29,2,136,26,0,11,1,0,9,27,0,6,3,INT,74.7774,9
1290,https://datosoficiales.com.ar/resultados/CO/1/112/114/1290/INT.json,CO.1.112.114.1290,50,1,2019-05-12 22:45:02,Mesa,237,236,100.0,1290,0,1,0,3,33,5,121,37,1,11,0,1,9,14,0,1,0,INT,70.5357,1
1291,https://datosoficiales.com.ar/resultados/CO/1/112/114/1291/INT.json,CO.1.112.114.1291,42,1,2019-05-12 22:05:01,Mesa,245,229,100.0,1291,1,0,0,4,37,11,115,16,2,19,0,0,7,17,0,16,0,INT,72.7002,16
1292,https://datosoficiales.com.ar/resultados/CO/1/112/114/1292/INT.json,CO.1.112.114.1292,42,1,2019-05-12 22:05:01,Mesa,232,220,100.0,1292,1,1,1,1,32,6,110,32,1,9,1,1,1,23,0,12,0,INT,69.0476,12
1293,https://datosoficiales.com.ar/resultados/CO/1/112/114/1293/INT.json,CO.1.112.114.1293,61,1,2019-05-12 23:40:01,Mesa,233,217,100.0,1293,2,2,1,2,35,4,102,30,1,3,1,1,6,27,0,16,0,INT,70.3927,16
1294,https://datosoficiales.com.ar/resultados/CO/1/112/114/1294/INT.json,CO.1.112.114.1294,55,1,2019-05-12 23:10:01,Mesa,261,236,100.0,1294,1,1,0,3,28,4,118,34,0,8,0,0,10,29,0,25,0,INT,77.9104,25
1295,https://datosoficiales.com.ar/resultados/CO/1/112/114/1295/INT.json,CO.1.112.114.1295,63,1,2019-05-12 23:50:01,Mesa,251,240,100.0,1295,0,0,1,1,31,8,114,33,0,7,1,0,4,40,0,11,0,INT,74.2603,11
1296,https://datosoficiales.com.ar/resultados/CO/1/112/114/1296/INT.json,CO.1.112.114.1296,45,1,2019-05-12 22:20:01,Mesa,236,226,100.0,1296,1,2,1,2,32,4,113,28,0,9,2,0,6,26,0,10,0,INT,69.8224,10
1297,https://datosoficiales.com.ar/resultados/CO/1/112/114/1297/INT.json,CO.1.112.114.1297,46,1,2019-05-12 22:25:01,Mesa,235,217,100.0,1297,0,1,0,2,35,7,111,22,0,8,0,0,5,26,0,18,0,INT,69.7329,18
1298,https://datosoficiales.com.ar/resultados/CO/1/112/114/1298/INT.json,CO.1.112.114.1298,96,1,2019-05-13 02:35:01,Mesa,251,237,100.0,1298,1,2,1,3,29,7,109,33,0,8,0,1,6,37,0,5,9,INT,74.7023,14
1299,https://datosoficiales.com.ar/resultados/CO/1/112/114/1299/INT.json,CO.1.112.114.1299,63,1,2019-05-12 23:50:01,Mesa,238,200,100.0,1299,0,1,0,2,36,6,112,28,1,4,0,0,10,0,0,9,29,INT,70.4142,38
1300,https://datosoficiales.com.ar/resultados/CO/1/112/114/1300/INT.json,CO.1.112.114.1300,36,1,2019-05-12 21:35:02,Mesa,238,232,100.0,1300,1,2,0,1,36,2,100,26,2,11,1,0,3,47,0,6,0,INT,70.8333,6
1301,https://datosoficiales.com.ar/resultados/CO/1/112/114/1301/INT.json,CO.1.112.114.1301,54,1,2019-05-12 23:05:01,Mesa,243,211,100.0,1301,0,0,1,2,29,5,108,36,2,12,3,1,12,0,0,32,0,INT,72.5373,32
1302,https://datosoficiales.com.ar/resultados/CO/1/112/114/1302/INT.json,CO.1.112.114.1302,67,1,2019-05-13 00:10:01,Mesa,241,228,100.0,1302,0,3,0,1,29,6,119,37,2,4,0,0,8,19,0,13,0,INT,71.9402,13
1303,https://datosoficiales.com.ar/resultados/CO/1/112/114/1303/INT.json,CO.1.112.114.1303,51,1,2019-05-12 22:50:01,Mesa,250,230,100.0,1303,3,2,0,15,51,4,100,31,0,10,1,1,6,6,0,10,10,INT,74.4047,20
1304,https://datosoficiales.com.ar/resultados/CO/1/112/115/1304/INT.json,CO.1.112.115.1304,36,1,2019-05-12 21:35:02,Mesa,230,218,100.0,1304,0,1,0,3,34,5,120,19,0,6,1,0,3,26,0,6,6,INT,68.8622,12
1305,https://datosoficiales.com.ar/resultados/CO/1/112/115/1305/INT.json,CO.1.112.115.1305,37,1,2019-05-12 21:40:01,Mesa,253,248,100.0,1305,1,2,0,2,46,4,119,28,0,8,0,1,4,33,0,5,0,INT,76.2048,5
1306,https://datosoficiales.com.ar/resultados/CO/1/112/115/1306/INT.json,CO.1.112.115.1306,53,1,2019-05-12 23:00:01,Mesa,238,232,100.0,1306,1,0,0,1,31,6,108,39,0,7,0,0,7,32,0,6,0,INT,71.4714,6
1307,https://datosoficiales.com.ar/resultados/CO/1/112/115/1307/INT.json,CO.1.112.115.1307,50,1,2019-05-12 22:45:02,Mesa,234,230,100.0,1307,0,1,0,1,28,4,123,22,1,13,1,0,0,36,0,4,0,INT,70.0598,4
1308,https://datosoficiales.com.ar/resultados/CO/1/112/115/1308/INT.json,CO.1.112.115.1308,93,1,2019-05-13 02:20:01,Mesa,103,89,100.0,1308,0,0,0,2,16,1,6,23,1,3,11,0,4,22,0,14,0,INT,30.7462,14
1309,https://datosoficiales.com.ar/resultados/CO/1/112/116/1309/INT.json,CO.1.112.116.1309,61,1,2019-05-12 23:40:01,Mesa,262,247,100.0,1309,0,3,0,1,35,9,108,46,1,10,0,0,16,18,0,14,1,INT,80.368,15
1310,https://datosoficiales.com.ar/resultados/CO/1/112/116/1310/INT.json,CO.1.112.116.1310,38,1,2019-05-12 21:45:01,Mesa,266,248,100.0,1310,0,1,2,5,33,5,103,59,1,5,1,2,14,17,0,9,9,INT,81.595,18
1311,https://datosoficiales.com.ar/resultados/CO/1/112/116/1311/INT.json,CO.1.112.116.1311,37,1,2019-05-12 21:40:01,Mesa,246,216,100.0,1311,0,1,0,2,29,7,93,38,1,12,0,1,5,27,0,12,18,INT,75.4601,30
1312,https://datosoficiales.com.ar/resultados/CO/1/112/116/1312/INT.json,CO.1.112.116.1312,59,1,2019-05-12 23:30:01,Mesa,252,242,100.0,1312,1,3,0,4,32,6,103,45,1,16,1,0,3,27,0,3,7,INT,78.0185,10
1313,https://datosoficiales.com.ar/resultados/CO/1/112/116/1313/INT.json,CO.1.112.116.1313,61,1,2019-05-12 23:40:01,Mesa,263,239,100.0,1313,0,2,1,4,45,11,92,48,1,10,0,0,8,17,0,21,3,INT,81.4241,24
1314,https://datosoficiales.com.ar/resultados/CO/1/112/116/1314/INT.json,CO.1.112.116.1314,60,1,2019-05-12 23:35:01,Mesa,246,231,100.0,1314,0,4,0,2,32,4,104,50,0,6,0,0,8,21,0,7,8,INT,76.1609,15
1315,https://datosoficiales.com.ar/resultados/CO/1/112/116/1315/INT.json,CO.1.112.116.1315,35,1,2019-05-12 21:30:01,Mesa,262,230,100.0,1315,1,1,1,2,43,4,86,52,2,10,1,1,8,18,10,10,12,INT,81.1145,32
1320,https://datosoficiales.com.ar/resultados/CO/1/112/117/1320/INT.json,CO.1.112.117.1320,62,1,2019-05-12 23:45:01,Mesa,263,248,100.0,1320,1,2,0,3,32,7,115,41,1,12,1,1,9,23,0,12,3,INT,76.6763,15
1321,https://datosoficiales.com.ar/resultados/CO/1/112/117/1321/INT.json,CO.1.112.117.1321,58,1,2019-05-12 23:25:01,Mesa,224,193,100.0,1321,0,0,0,3,36,3,79,32,1,7,0,0,9,23,0,16,15,INT,65.6891,31
